,Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,1.763939511202796,0,Travel_Rarely,-0.5181925636805861,2,4,Medical,2,1,1.0712419274578249,3,3,Research Director,3,Single,0.44152163278948103,-0.08634860252666728,9,0,0.5032932628877681,3.0,3,0,20,2,0.18200370223995344,7,2,13
1,-0.13882858116223776,0,Travel_Rarely,1.0192846158742859,1,1,Life Sciences,2,1,-0.7058779095662535,3,5,Manager R&D,3,Divorced,-0.39074753762336656,-0.869741547738433,1,1,-0.3248870689536715,3.0,3,1,21,3,-1.00211050860981,8,1,6
2,-0.3370335907835952,0,Travel_Frequently,-0.6731702633797172,3,3,Life Sciences,3,1,-1.4957089482436217,3,2,Sales Executive,4,Divorced,-0.4059551138269236,0.2439452806403692,1,1,2.7117741477982733,3.0,3,1,7,3,-1.00211050860981,5,1,2
3,-0.4955975984806816,0,Travel_Rarely,0.36739429174302024,1,4,Technical Degree,2,1,-0.06414019064089187,3,1,Research Scientist,2,Single,-0.859647803899708,0.4611402361812143,2,0,-0.3248870689536715,3.0,2,0,12,3,-0.6637921626527349,7,0,7
4,0.4727754485265235,0,Travel_Rarely,1.4177987008149089,2,2,Life Sciences,3,0,0.42950420853246324,3,1,Laboratory Technician,4,Single,0.3336860924369858,-1.1361711110767494,1,0,-0.8770072901812977,3.0,3,0,2,3,0.5203220481970288,2,2,1
5,-0.25775158693505235,0,Travel_Rarely,-0.27219621495180657,1,3,Life Sciences,4,1,-0.45905570997957595,4,1,Research Scientist,3,Divorced,-0.9817692491706961,0.190209222987129,1,0,-1.153067400795111,3.0,4,3,4,3,-1.00211050860981,2,0,3
6,-1.2091356331175693,0,Travel_Rarely,1.4694579340479526,1,2,Life Sciences,3,1,-0.5084201498969114,3,1,Sales Representative,2,Married,0.5060386227439654,0.9276029774852572,2,0,-1.153067400795111,3.0,1,1,6,3,0.3511628752184911,3,1,2
7,-0.01990557538942315,0,Travel_Rarely,-1.1750028147864273,1,2,Life Sciences,1,0,-1.7425311478302992,3,3,Sales Executive,4,Divorced,-0.18406275194775076,-0.8454055844556829,1,0,0.7793533735015812,3.0,1,1,13,3,-0.1563146437171219,7,9,9
8,0.5747094534746499,0,Travel_Rarely,-1.6202562059855183,1,3,Life Sciences,4,1,1.4167930068791734,3,2,Sales Executive,3,Married,-0.2580268725741417,1.4804372878968644,0,0,-0.8770072901812977,3.0,1,1,19,3,-0.4946329896741972,7,0,13
9,-1.6848276562088278,0,Travel_Frequently,1.4915976054335427,1,1,Medical,4,1,0.2320464488631212,4,2,Sales Executive,4,Divorced,-1.0921393855571175,0.3203292578804462,1,1,1.3314735947292076,3.0,2,2,6,3,-1.00211050860981,5,0,4
10,-2.0415966735272715,0,Travel_Frequently,1.0734038125946175,1,4,Life Sciences,4,0,-1.6438022679956281,3,1,Laboratory Technician,1,Divorced,-0.9693266868223313,0.7482483347944687,1,0,-0.6009471795674847,3.0,4,1,1,3,-0.8329513356312725,0,0,0
11,0.2774019390426134,0,Travel_Rarely,0.2763756427133718,3,2,Life Sciences,4,1,0.7750552879538118,4,2,Research Scientist,1,Single,-0.7269271388504831,1.21260102147862,3,1,-0.6009471795674847,3.0,3,0,10,3,-0.6637921626527349,2,0,2
12,1.763939511202796,0,Travel_Rarely,-1.4997179951084163,2,3,Life Sciences,2,1,-0.31096239022756944,3,2,Laboratory Technician,2,Divorced,1.0566796111144257,-0.491619759853853,8,0,0.7793533735015812,3.0,3,1,20,1,4.580142199681933,9,0,15
13,-0.8523666157991254,1,Travel_Rarely,0.7117891799633116,2,3,Life Sciences,3,1,0.7750552879538118,1,4,Sales Executive,3,Married,-0.8840720929539055,1.3740905350543262,7,0,-1.153067400795111,3.0,3,0,25,1,-1.00211050860981,5,14,10
14,-0.25775158693505235,0,Travel_Rarely,0.3181950219972643,4,3,Life Sciences,2,1,1.5648863266311799,3,2,Manufacturing Director,2,Married,-0.8847633464177036,-0.3643131311203913,1,0,-0.6009471795674847,3.0,4,1,10,2,-1.00211050860981,8,7,8
15,-1.0902126273447545,0,Travel_Rarely,1.6268955972343715,1,3,Medical,4,1,-0.16286907047556287,3,1,Research Scientist,2,Married,-0.7419042972327741,-0.7071266716987847,0,1,1.6075337053430208,4.0,1,1,12,3,-0.32547381669565956,9,5,7
16,0.21794043615620606,0,Travel_Rarely,1.3538396501454262,1,3,Medical,3,1,-1.051428988987602,2,3,Manager R&D,1,Single,-0.7974349921578837,-1.2352030079036633,2,0,-0.8770072901812977,3.0,4,0,14,3,0.5203220481970288,10,5,8
17,2.5964005516124984,0,Travel_Rarely,0.1115580890650895,4,2,Life Sciences,2,0,1.5648863266311799,2,2,Sales Executive,2,Single,1.6581277290740424,1.515042183663087,8,0,-0.04882695833985829,3.0,3,0,6,3,-0.32547381669565956,2,2,2
18,-0.37667459270786696,0,Travel_Rarely,-0.5723117604009176,2,2,Other,4,1,0.5775975282844698,3,1,Laboratory Technician,4,Single,-1.041908300521126,-0.10182233640587256,1,0,-0.6009471795674847,3.0,3,0,5,4,-1.00211050860981,2,1,4
19,-0.25775158693505235,0,Travel_Rarely,1.3021804169123825,1,3,Technical Degree,4,1,0.6763264081191408,3,3,Research Director,1,Married,-0.3774222057000216,0.26673387053519876,1,0,-0.6009471795674847,3.0,2,1,15,3,1.0277995671326419,12,5,11
20,-0.01990557538942315,0,Travel_Rarely,-0.4394737320873766,1,3,Medical,4,0,-0.8046067894009246,3,2,Healthcare Representative,2,Single,-0.7091849666129999,-1.2940031966446435,9,0,-0.8770072901812977,4.0,4,0,10,2,-0.32547381669565956,2,2,3
21,0.09901743038339146,0,Non-Travel,1.0783237395691931,1,4,Life Sciences,1,0,-1.0020645490702667,3,2,Sales Executive,1,Married,-0.005549049463440751,-0.5355088959475989,2,0,-0.6009471795674847,3.0,4,1,8,1,0.012844529261415782,2,2,2
22,1.6450165054299815,0,Travel_Rarely,0.861846952687867,1,2,Life Sciences,1,1,-0.6071490297315825,3,1,Sales Representative,3,Married,1.0566796111144257,-1.125761508285284,0,0,1.0554134841153944,4.0,3,1,3,3,-0.4946329896741972,2,1,2
23,0.990939973679501,0,Travel_Rarely,-1.684215256655001,1,3,Life Sciences,1,1,0.47886864844979876,3,3,Sales Executive,3,Divorced,-0.35180692582941,-0.6680203260767932,0,0,-0.8770072901812977,4.0,3,2,17,2,0.5203220481970288,10,5,13
24,-0.13882858116223776,0,Non-Travel,0.8372473178149891,2,1,Medical,4,1,0.3801397686151277,3,1,Sales Representative,2,Married,0.7949825706115486,1.2643676948199614,1,0,1.883593815956834,3.0,2,0,1,3,0.5203220481970288,0,0,0
25,-0.7334436100263109,0,Travel_Rarely,-1.2168221940703199,1,3,Human Resources,3,0,0.7750552879538118,3,1,Human Resources,2,Married,-0.5879851926270757,0.7398081163149022,4,0,-0.3248870689536715,3.0,3,0,6,3,-0.8329513356312725,0,1,2
26,0.26118516552813903,0,Travel_Rarely,1.5506367291284497,1,4,Life Sciences,1,1,0.47886864844979876,2,3,Sales Executive,1,Single,0.16032689227087518,-0.023468974853896703,1,0,-0.04882695833985829,3.0,2,0,10,3,2.5502321239394807,7,0,9
27,0.09901743038339146,0,Travel_Frequently,-1.275861317765227,4,3,Medical,2,0,0.9725130476231538,3,2,Laboratory Technician,3,Married,-0.005549049463440751,0.4353975698185364,4,0,-0.6009471795674847,3.0,1,2,10,3,-0.1563146437171219,7,7,7
28,0.0692866789401878,0,Travel_Rarely,-1.504637922082992,2,2,Life Sciences,1,0,0.13331756902845018,3,1,Research Scientist,4,Married,-0.8045779446171303,-0.666894963612851,3,0,1.6075337053430208,3.0,4,2,8,2,-1.00211050860981,2,0,2
29,0.3368634419290207,0,Travel_Frequently,-0.8650474153881652,1,3,Medical,4,1,0.7256908480364763,3,5,Manager R&D,1,Single,0.9090393921382263,0.6389475054840823,0,1,-0.3248870689536715,3.0,3,0,37,3,1.8735954320253303,10,4,13
30,-0.4955975984806816,0,Travel_Rarely,1.0217445793615738,3,3,Medical,3,1,0.9725130476231538,3,2,Sales Executive,3,Married,0.13230091665048838,-1.155864954195738,1,0,0.22723315227395488,3.0,2,0,5,3,-0.32547381669565956,2,1,0
31,-0.25075611600723935,0,Travel_Rarely,1.152122644187827,1,3,Technical Degree,3,1,-1.4463445083262862,2,3,Healthcare Representative,2,Divorced,0.7097279767431229,-0.7231630868099611,2,1,-0.6009471795674847,3.0,4,1,24,3,-0.4946329896741972,0,0,4
32,-0.13882858116223776,1,Travel_Rarely,0.8298674273531257,2,2,Medical,1,1,-0.2615979503102339,1,2,Healthcare Representative,2,Married,-0.426692717740865,-0.00194641773100208,5,0,-0.04882695833985829,3.0,1,0,15,1,-0.1563146437171219,0,0,0
33,-0.01990557538942315,0,Travel_Rarely,-0.7322093870746242,1,3,Technical Degree,3,1,-1.7918955877476348,3,2,Research Scientist,2,Single,0.9399153801878724,1.6724522583070025,4,0,-0.8770072901812977,3.0,4,0,10,3,1.1969587401111794,0,7,7
34,-0.15204224847032866,0,Travel_Rarely,-1.2709413907906515,1,4,Life Sciences,3,0,-0.2122335103928984,1,1,Research Scientist,4,Married,-0.005549049463440751,-0.7657861901317721,1,0,-0.8770072901812977,3.0,4,1,4,3,1.7044362590467925,3,1,1
35,1.0504014765659084,0,Travel_Rarely,0.5248319549294391,1,2,Medical,3,0,0.8244197278711474,2,1,Research Scientist,1,Married,2.3830221947769266,0.6050459612578234,2,0,-0.3248870689536715,3.0,1,1,17,2,0.012844529261415782,1,0,2
36,-0.40045919386243023,0,Travel_Frequently,1.006984798437847,1,1,Human Resources,2,0,1.367428566961838,2,2,Human Resources,4,Single,0.22930681940348085,-1.4310160766296065,1,0,1.6075337053430208,3.0,4,0,10,2,1.3661179130897172,1,0,8
37,1.2882474881115376,0,Travel_Rarely,-0.13197829617640222,3,2,Marketing,3,0,1.4167930068791734,3,2,Sales Executive,2,Married,-0.02092693449141186,0.1525095804450652,0,0,-0.6009471795674847,3.0,1,1,8,4,0.18200370223995344,7,0,7
38,1.526093499657167,0,Non-Travel,1.4251785912767723,2,3,Life Sciences,4,1,1.169970807292496,3,3,Healthcare Representative,1,Married,2.6254217427487747,1.6251870348214301,7,1,-0.6009471795674847,3.0,4,1,15,3,4.07266468074632,8,5,7
